Player,Pos,Age,Tm,PER,BPM,WS/48,VORP,TS%,FG%,eFG%,3P%,2P%,FT%,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,OBPM,DBPM,PPG,APG,RPG,SPG,BPG,TPG,FPG
Christian Wood,C,25.0,HOU,20.0,1.4,0.1,1.1,0.59,0.51,0.57,0.37,0.58,0.63,329,640,77.0,206.0,252,434,125,198,76.0,319.0,0.32,0.31,5.9,26.8,15.9,9.4,1.2,3.2,9.9,25.9,1.4,1.4,2.8,1.7,-0.3,20.98,1.73,9.63,0.83,1.17,1.95,2.15
Chuma Okeke,PF,22.0,ORL,11.8,-1.5,0.06,0.1,0.51,0.42,0.49,0.35,0.47,0.75,135,324,49.0,141.0,86,183,30,40,42.0,139.0,0.44,0.12,3.7,13.2,8.3,13.2,2.1,1.8,10.0,14.5,0.3,1.0,1.3,-1.9,0.5,7.76,2.24,4.02,1.07,0.49,0.84,1.07
Clint Capela,C,26.0,ATL,24.3,2.7,0.21,2.2,0.6,0.59,0.59,0.0,0.59,0.57,413,695,0.0,0.0,413,695,130,227,297.0,606.0,0.0,0.33,17.5,34.3,26.1,4.1,1.1,6.0,8.4,19.9,4.9,3.3,8.2,2.7,0.0,15.17,0.78,14.33,0.7,2.05,1.16,2.3
Coby White,PG,20.0,CHI,12.0,-2.4,0.05,-0.2,0.54,0.42,0.51,0.36,0.47,0.9,375,902,163.0,454.0,212,448,128,142,28.0,256.0,0.5,0.16,1.5,13.0,7.3,21.8,0.9,0.6,13.9,22.5,0.7,1.7,2.4,-1.2,-1.2,15.09,4.75,4.12,0.55,0.22,2.26,2.59
Cody Martin,SF,25.0,CHO,10.6,-2.0,0.06,0.0,0.5,0.44,0.48,0.28,0.52,0.58,83,188,16.0,58.0,67,130,25,43,52.0,109.0,0.31,0.23,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,0.2,0.9,1.1,-2.7,0.7,3.98,1.65,3.1,0.71,0.23,0.77,1.0
Cody Zeller,C,28.0,CHO,18.2,-0.5,0.16,0.4,0.6,0.56,0.56,0.14,0.6,0.71,181,324,4.0,28.0,177,296,85,119,119.0,209.0,0.09,0.37,12.6,22.9,17.7,13.2,1.3,1.7,11.9,18.3,2.1,1.1,3.3,-0.2,-0.2,9.4,1.79,6.83,0.56,0.35,1.06,2.52
Cole Anthony,PG,20.0,ORL,12.1,-3.3,-0.0,-0.4,0.5,0.4,0.45,0.34,0.42,0.83,219,552,58.0,172.0,161,380,109,131,38.0,183.0,0.31,0.24,3.0,15.4,9.0,24.2,1.1,1.3,14.8,24.3,-0.9,0.9,0.0,-1.9,-1.4,12.87,4.09,4.7,0.64,0.38,2.26,2.09
Collin Sexton,SG,22.0,CLE,18.0,-0.2,0.08,1.0,0.57,0.48,0.52,0.37,0.51,0.82,525,1105,98.0,264.0,427,841,312,383,58.0,129.0,0.24,0.35,3.0,7.0,4.9,22.6,1.4,0.4,11.6,29.7,2.6,0.9,3.5,1.8,-1.9,24.33,4.37,3.12,1.03,0.17,2.78,2.62
Cory Joseph,PG,29.0,SAC,13.6,-1.2,0.08,0.05,0.56,0.48,0.53,0.35,0.53,0.82,200,426,45.0,132.0,155,294,72,88,35.0,124.0,0.3,0.21,2.55,10.0,6.2,24.3,2.05,1.2,14.65,17.1,0.6,0.4,1.05,-1.25,0.05,8.21,3.38,2.52,0.97,0.29,1.25,2.21
Cristiano Felício,C,28.0,CHI,14.7,0.1,0.15,0.0,0.57,0.54,0.54,0.0,0.64,0.56,7,13,0.0,2.0,7,11,9,16,10.0,16.0,0.15,1.23,13.3,20.9,17.2,13.6,2.3,0.0,16.6,12.4,0.2,0.1,0.3,-1.1,1.2,1.28,0.5,1.44,0.22,0.0,0.22,0.56
D'Angelo Russell,PG,24.0,MIN,17.6,1.6,0.06,1.1,0.56,0.43,0.52,0.39,0.47,0.76,281,652,120.0,310.0,161,342,114,149,16.0,95.0,0.48,0.23,1.4,8.9,5.0,33.6,1.8,1.3,13.5,29.1,1.0,0.6,1.6,3.3,-1.7,18.95,5.81,2.64,1.07,0.43,2.67,1.62
D.J. Augustin,PG,33.0,MIL,12.85,-2.1,0.09,0.0,0.57,0.4,0.52,0.38,0.41,0.9,135,343,83.0,217.0,52,126,85,94,20.0,74.0,0.63,0.28,1.95,7.45,4.65,23.45,1.1,0.05,14.55,17.65,0.8,0.25,1.05,-0.35,-1.75,7.68,3.3,1.65,0.49,0.02,1.14,0.98
D.J. Wilson,PF,24.0,MIL,10.45,-3.9,0.03,-0.1,0.5,0.39,0.49,0.35,0.44,0.6,68,168,30.0,87.0,38,81,17,25,20.0,92.0,0.56,0.12,4.2,22.55,13.3,6.5,0.9,3.35,10.1,19.5,-0.1,0.2,0.1,-3.0,-0.9,5.23,0.66,3.2,0.31,0.46,0.63,1.26
DaQuan Jeffries,SG,23.0,SAC,7.85,-4.75,0.03,-0.15,0.51,0.42,0.5,0.3,0.57,0.93,50,120,20.0,67.0,30,53,7,8,19.0,52.0,0.55,0.07,4.05,11.65,7.75,5.95,1.45,1.8,10.2,11.95,0.05,0.15,0.1,-3.6,-1.1,4.1,0.71,2.29,0.48,0.32,0.45,1.55
Dakota Mathias,SG,25.0,PHI,9.8,-2.6,0.06,0.0,0.47,0.4,0.48,0.31,0.5,0.33,19,48,8.0,26.0,11,22,2,6,1.0,6.0,0.54,0.12,0.9,5.3,3.1,15.1,0.4,2.2,1.9,18.1,0.0,0.1,0.2,-1.5,-1.0,6.0,1.62,0.88,0.12,0.38,0.12,0.88
Damian Jones,C,25.0,PHO,13.23,-2.23,0.14,0.03,0.73,0.7,0.7,0.08,0.72,0.73,70,103,1.0,5.0,69,98,42,58,36.0,85.0,0.04,0.63,7.8,16.5,12.13,5.33,0.73,4.87,18.53,12.0,0.37,0.17,0.5,-3.33,1.07,4.69,0.74,3.1,0.28,0.74,0.67,1.97
Damian Lillard,PG,30.0,POR,25.6,6.3,0.21,5.0,0.62,0.45,0.55,0.39,0.52,0.93,602,1334,275.0,704.0,327,630,449,484,32.0,251.0,0.53,0.36,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,9.6,0.8,10.4,7.5,-1.3,28.78,7.54,4.22,0.93,0.25,3.03,1.52
Damion Lee,SG,28.0,GSW,11.8,0.2,0.12,0.6,0.64,0.47,0.61,0.4,0.64,0.91,128,274,77.0,194.0,51,80,40,44,22.0,158.0,0.71,0.16,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,1.4,1.3,2.7,-0.7,0.9,6.54,1.28,3.16,0.67,0.14,0.53,1.56
Damyean Dotson,SG,26.0,CLE,8.1,-4.8,-0.0,-0.6,0.5,0.41,0.48,0.29,0.55,0.67,119,293,46.0,159.0,73,134,24,36,5.0,88.0,0.54,0.12,0.6,11.1,5.7,15.1,0.9,0.4,12.0,16.9,-0.4,0.3,0.0,-3.4,-1.4,6.7,1.98,2.02,0.35,0.09,0.91,0.91
Daniel Gafford,PF,22.0,CHI,22.1,2.15,0.21,0.4,0.7,0.69,0.69,0.0,0.69,0.67,154,225,0.0,0.0,154,225,72,108,94.0,137.0,0.0,0.48,12.95,18.55,15.75,5.3,1.55,8.05,13.75,16.65,1.05,0.65,1.75,0.6,1.6,7.04,0.54,4.28,0.48,1.39,0.76,1.81
Daniel Oturu,C,21.0,LAC,12.5,-5.2,0.08,-0.1,0.47,0.42,0.43,0.2,0.45,0.75,22,52,1.0,5.0,21,47,9,12,21.0,27.0,0.1,0.23,15.1,18.3,16.8,8.5,1.2,3.9,13.6,18.2,0.0,0.2,0.3,-4.1,-1.1,1.8,0.33,1.6,0.13,0.23,0.3,0.8
Daniel Theis,C,28.0,BOS,14.95,-0.15,0.12,0.4,0.6,0.54,0.59,0.31,0.64,0.67,252,466,49.0,152.0,203,314,74,110,93.0,263.0,0.32,0.24,6.7,18.3,12.5,9.65,1.3,3.0,11.35,15.9,1.2,0.95,2.15,-0.8,0.65,9.65,1.66,5.48,0.63,0.88,1.02,2.57
Danilo Gallinari,PF,32.0,ATL,16.3,1.1,0.15,1.0,0.61,0.43,0.54,0.41,0.47,0.92,206,475,103.0,254.0,103,221,161,174,17.0,194.0,0.54,0.37,1.6,17.0,9.5,9.2,1.2,0.7,7.2,21.2,2.7,1.0,3.7,1.7,-0.6,13.25,1.49,4.14,0.59,0.2,0.84,2.06
Danny Green,SF,33.0,PHI,12.1,1.9,0.12,1.9,0.58,0.41,0.57,0.4,0.44,0.78,224,544,175.0,432.0,49,112,31,40,55.0,205.0,0.79,0.07,3.2,11.5,7.4,8.3,2.3,2.6,10.7,14.0,1.6,3.1,4.6,0.4,1.5,9.48,1.71,3.77,1.33,0.81,0.97,1.81
Dante Exum,SG,25.0,CLE,5.9,-3.8,-0.02,-0.1,0.43,0.38,0.42,0.18,0.53,0.5,10,26,2.0,11.0,8,15,1,2,2.0,15.0,0.42,0.08,1.9,14.8,8.2,15.8,1.7,1.5,20.7,12.7,-0.2,0.1,-0.1,-5.4,1.6,3.83,2.17,2.83,0.67,0.33,1.17,1.5
Danuel House Jr.,SF,27.0,HOU,9.1,-3.5,0.03,-0.3,0.52,0.4,0.5,0.35,0.48,0.65,110,272,54.0,156.0,56,116,41,63,18.0,114.0,0.57,0.23,2.0,13.6,7.5,10.6,1.0,1.5,10.7,15.3,0.0,0.5,0.5,-2.8,-0.7,8.75,1.92,3.67,0.56,0.44,1.0,1.86
Dario Saric,C,26.0,PHO,14.3,-2.0,0.09,0.0,0.57,0.45,0.52,0.35,0.51,0.85,153,342,47.0,135.0,106,207,84,99,46.0,144.0,0.4,0.29,6.1,18.4,12.4,10.4,1.7,0.4,12.9,22.6,0.7,1.0,1.7,-1.4,-0.6,8.74,1.3,3.8,0.6,0.08,1.14,1.9
Darius Bazley,PF,20.0,OKC,9.7,-4.4,-0.03,-1.0,0.49,0.4,0.46,0.29,0.47,0.7,273,690,83.0,286.0,190,404,125,178,51.0,345.0,0.41,0.26,3.1,21.2,12.0,8.9,0.8,1.3,13.7,22.1,-2.3,1.4,-0.9,-3.1,-1.3,13.71,1.8,7.2,0.53,0.45,2.22,1.09
Darius Garland,PG,21.0,CLE,14.2,-2.1,0.03,-0.1,0.55,0.45,0.52,0.4,0.48,0.85,362,802,105.0,266.0,257,536,112,132,23.0,106.0,0.33,0.16,1.4,6.8,4.0,30.9,1.8,0.3,16.0,24.9,0.3,0.9,1.2,0.0,-2.1,17.43,6.09,2.39,1.22,0.11,3.04,2.04
Darius Miller,SF,30.0,OKC,15.9,3.6,0.16,0.3,0.68,0.46,0.64,0.4,0.83,1.0,22,48,17.0,42.0,5,6,12,12,2.0,22.0,0.88,0.25,1.0,11.8,6.3,15.4,3.1,2.3,13.1,13.2,0.4,0.2,0.6,0.8,2.7,4.06,1.17,1.33,0.72,0.28,0.44,0.72
David Nwaba,SF,28.0,HOU,14.4,-0.8,0.09,0.2,0.56,0.49,0.52,0.27,0.57,0.69,106,218,17.0,63.0,89,155,47,68,40.0,78.0,0.29,0.31,6.0,12.8,9.3,6.9,2.1,2.8,6.4,16.6,0.7,0.6,1.3,-1.4,0.6,9.2,1.03,3.93,1.0,0.7,0.57,2.0
Davis Bertans,PF,28.0,WAS,11.4,-0.8,0.1,0.4,0.62,0.4,0.58,0.4,0.48,0.87,193,478,169.0,428.0,24,50,100,115,18.0,150.0,0.9,0.24,1.3,10.8,6.1,4.4,1.0,0.7,5.9,15.9,2.1,1.0,3.1,0.3,-1.1,11.49,0.86,2.95,0.58,0.23,0.58,2.39
De'Aaron Fox,PG,23.0,SAC,20.7,1.8,0.1,2.0,0.56,0.48,0.52,0.32,0.54,0.72,529,1110,103.0,320.0,426,790,300,417,33.0,170.0,0.29,0.38,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31.0,3.4,0.8,4.2,3.1,-1.3,25.19,7.19,3.5,1.5,0.47,3.0,2.93
De'Andre Hunter,SF,23.0,ATL,15.7,1.2,0.12,0.5,0.6,0.48,0.55,0.33,0.58,0.86,120,248,31.0,95.0,89,153,73,85,17.0,93.0,0.38,0.34,2.8,14.7,8.9,9.7,1.4,1.6,9.2,20.2,1.2,0.6,1.7,0.6,0.6,14.96,1.91,4.78,0.83,0.52,1.26,2.57
De'Anthony Melton,PG,22.0,MEM,15.2,2.3,0.1,1.1,0.57,0.44,0.55,0.41,0.47,0.8,172,393,87.0,211.0,85,182,41,51,30.0,131.0,0.54,0.13,3.0,13.4,8.2,17.5,2.7,2.7,13.7,19.5,0.7,1.5,2.2,0.6,1.7,9.08,2.54,3.1,1.15,0.6,1.27,1.63
DeAndre Jordan,C,32.0,BRK,17.1,1.0,0.15,0.9,0.74,0.76,0.76,0.0,0.77,0.5,190,249,0.0,1.0,190,248,46,92,117.0,310.0,0.0,0.37,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,2.4,1.5,3.9,0.1,1.0,7.47,1.63,7.49,0.3,1.14,1.49,2.04
DeAndre' Bembry,SF,26.0,TOR,11.2,-1.9,0.06,0.0,0.57,0.51,0.54,0.26,0.59,0.68,117,228,14.0,53.0,103,175,45,66,33.0,113.0,0.23,0.29,3.6,13.3,8.3,15.6,2.6,1.9,21.6,14.6,0.1,1.1,1.2,-3.2,1.4,5.75,2.1,2.86,1.04,0.35,1.39,1.71
DeMar DeRozan,PF,31.0,SAS,22.0,3.1,0.17,2.6,0.59,0.5,0.5,0.26,0.52,0.88,455,920,19.0,74.0,436,846,387,440,40.0,219.0,0.08,0.48,2.0,11.6,6.7,32.0,1.3,0.6,9.7,26.1,5.9,1.5,7.4,3.2,-0.1,21.57,6.92,4.25,0.92,0.25,1.95,2.1
DeMarcus Cousins,C,30.0,HOU,17.6,0.8,0.09,0.2,0.55,0.46,0.52,0.38,0.5,0.71,130,305,47.0,135.0,83,170,59,81,53.0,210.0,0.38,0.26,9.5,30.65,19.85,15.2,2.55,2.9,16.75,25.4,0.0,0.6,0.6,-0.9,1.7,8.93,1.85,6.41,0.83,0.59,1.56,2.61
Dean Wade,PF,24.0,CLE,11.3,-1.3,0.08,0.2,0.57,0.43,0.56,0.37,0.57,0.77,134,311,78.0,213.0,56,98,30,39,38.0,177.0,0.68,0.12,3.4,16.8,9.9,8.9,1.4,1.5,8.4,12.9,1.1,0.9,2.0,-1.1,-0.1,5.97,1.17,3.41,0.56,0.33,0.48,1.24
Deandre Ayton,C,22.0,PHO,20.3,1.2,0.19,1.7,0.65,0.63,0.63,0.2,0.64,0.77,430,687,4.0,20.0,426,667,133,173,228.0,499.0,0.03,0.25,12.4,26.3,19.5,6.8,1.0,3.4,11.9,18.2,5.3,3.1,8.4,1.1,0.1,14.45,1.43,10.54,0.59,1.17,1.49,2.84
Deividas Sirvydis,SG,20.0,DET,5.7,-5.4,-0.01,-0.1,0.48,0.35,0.48,0.36,0.33,0.5,14,40,10.0,28.0,4,12,3,6,0.0,29.0,0.7,0.15,0.0,24.5,12.1,5.4,0.7,0.0,10.5,15.7,-0.1,0.1,0.0,-4.2,-1.2,2.05,0.25,1.45,0.1,0.0,0.25,0.45
Dejounte Murray,PG,24.0,SAS,16.5,0.8,0.07,1.5,0.51,0.45,0.48,0.32,0.49,0.79,441,974,63.0,199.0,378,775,106,134,58.0,415.0,0.2,0.14,2.8,21.1,11.8,25.9,2.3,0.3,10.2,23.4,0.7,2.6,3.3,-0.2,1.0,15.69,5.42,7.06,1.51,0.1,1.75,2.01
Delon Wright,SG,28.0,DET,16.2,2.05,0.11,0.95,0.56,0.46,0.53,0.37,0.51,0.81,240,518,64.0,172.0,176,346,101,126,65.0,204.0,0.34,0.23,4.15,13.05,8.55,22.3,2.85,1.45,12.65,16.45,1.25,0.9,2.1,0.6,1.4,10.24,4.41,4.27,1.6,0.48,1.32,1.19
Deni Avdija,SF,20.0,WAS,7.6,-3.1,0.05,-0.4,0.52,0.42,0.5,0.32,0.54,0.64,130,312,53.0,168.0,77,144,29,45,22.0,240.0,0.54,0.14,1.9,20.2,11.0,6.3,1.2,1.0,9.0,12.0,0.0,1.2,1.2,-3.6,0.4,6.33,1.17,4.85,0.59,0.28,0.61,2.59
Dennis Schröder,SG,27.0,LAL,13.8,-1.2,0.09,0.4,0.54,0.44,0.48,0.34,0.48,0.85,332,760,71.0,212.0,261,548,206,243,30.0,181.0,0.28,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,1.0,2.7,3.8,-1.3,0.1,15.43,5.75,3.46,1.15,0.21,2.67,2.61
Dennis Smith Jr.,PG,23.0,NYK,10.45,-1.55,0.03,0.15,0.43,0.31,0.34,0.18,0.4,0.77,58,145,19.0,58.0,39,87,19,26,12.0,43.0,0.4,0.37,1.7,9.75,5.7,21.6,3.95,1.55,11.05,20.25,0.0,0.3,0.3,-4.55,3.0,6.7,3.35,2.39,1.0,0.61,1.13,1.61
Denzel Valentine,SG,27.0,CHI,10.1,-2.7,0.03,-0.2,0.48,0.37,0.47,0.33,0.43,0.94,155,416,80.0,242.0,75,174,16,17,24.0,173.0,0.58,0.04,2.6,18.3,10.5,14.0,1.4,0.6,9.0,19.5,-0.4,1.1,0.7,-2.2,-0.4,6.55,1.69,3.18,0.48,0.11,0.68,1.13
Derrick Favors,C,29.0,UTA,19.7,2.6,0.24,1.2,0.66,0.64,0.64,0.0,0.64,0.74,155,243,0.0,2.0,155,241,59,80,138.0,238.0,0.01,0.33,14.7,23.3,19.2,6.0,1.5,5.3,11.5,13.0,2.9,2.2,5.1,0.3,2.4,5.43,0.65,5.53,0.47,1.0,0.53,2.1
Derrick Jones Jr.,SF,23.0,POR,11.9,-1.4,0.09,0.2,0.58,0.48,0.55,0.32,0.62,0.65,147,304,43.0,136.0,104,168,59,91,77.0,128.0,0.45,0.3,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,-1.4,0.0,6.83,0.81,3.53,0.64,0.93,0.55,2.19
Derrick Rose,PG,32.0,DET,17.95,1.5,0.1,0.6,0.54,0.46,0.5,0.37,0.48,0.86,287,611,50.0,129.0,237,482,110,127,20.0,110.0,0.21,0.23,1.75,8.8,5.3,29.4,2.15,1.25,10.95,27.15,0.75,0.75,1.6,1.3,0.15,14.68,4.18,2.6,0.98,0.38,1.56,1.12
Derrick White,SG,26.0,SAS,15.0,1.3,0.08,0.9,0.55,0.41,0.5,0.35,0.49,0.85,186,453,84.0,243.0,102,210,97,114,13.0,94.0,0.54,0.25,1.3,9.6,5.4,17.4,1.2,2.9,8.2,22.4,1.0,0.9,1.9,1.3,0.0,15.36,3.53,2.97,0.72,1.0,1.25,2.53
Desmond Bane,SG,22.0,MEM,12.2,-0.8,0.09,0.5,0.6,0.47,0.59,0.43,0.51,0.82,234,499,117.0,271.0,117,228,40,49,31.0,179.0,0.54,0.1,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,1.6,1.3,2.9,-0.6,-0.2,9.19,1.74,3.09,0.6,0.24,0.87,1.84
Devin Booker,SG,24.0,PHO,19.2,0.3,0.1,1.3,0.59,0.48,0.53,0.34,0.54,0.87,623,1287,126.0,371.0,497,916,340,392,34.0,247.0,0.29,0.3,1.7,12.1,7.0,20.6,1.2,0.6,12.4,32.7,2.9,2.0,4.9,1.7,-1.4,25.55,4.31,4.19,0.79,0.24,3.09,2.7
Devin Cannady,PG,24.0,ORL,11.2,-3.1,0.06,0.0,0.55,0.39,0.5,0.38,0.42,0.86,11,28,6.0,16.0,5,12,6,7,0.0,5.0,0.57,0.25,0.0,7.3,3.5,2.1,3.3,1.2,6.0,19.3,0.0,0.1,0.1,-4.0,1.0,4.25,0.12,0.62,0.62,0.12,0.25,1.12
Devin Vassell,SF,20.0,SAS,10.6,-1.5,0.07,0.1,0.52,0.41,0.49,0.35,0.46,0.84,123,303,52.0,150.0,71,153,43,51,24.0,150.0,0.5,0.17,2.4,15.4,8.8,7.1,2.0,1.4,6.3,14.3,0.4,1.1,1.5,-2.2,0.7,5.5,0.9,2.81,0.69,0.29,0.35,1.42
Devon Dotson,PG,21.0,CHI,19.3,2.1,0.18,0.1,0.55,0.52,0.55,0.14,0.71,0.0,11,21,1.0,7.0,10,14,0,0,2.0,3.0,0.33,0.0,4.5,6.6,5.5,21.4,3.9,0.0,0.0,18.2,0.1,0.1,0.2,-0.1,2.2,2.09,0.64,0.45,0.36,0.0,0.0,0.27
Devontae Cacok,PF,24.0,LAL,17.2,-1.0,0.14,0.0,0.58,0.59,0.59,0.0,0.59,0.46,17,29,0.0,0.0,17,29,5,11,12.0,20.0,0.0,0.38,13.8,22.8,18.4,1.5,2.5,3.7,12.9,17.2,0.1,0.2,0.3,-1.5,0.4,1.95,0.05,1.6,0.25,0.2,0.25,0.4
Devonte' Graham,PG,25.0,CHO,14.6,0.7,0.1,1.1,0.55,0.38,0.51,0.38,0.38,0.84,252,669,179.0,477.0,73,192,133,158,22.0,126.0,0.71,0.24,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,2.5,0.9,3.4,1.8,-1.1,14.84,5.36,2.69,0.87,0.11,1.53,1.4
Dewayne Dedmon,C,31.0,MIA,24.5,1.7,0.26,0.2,0.74,0.71,0.72,0.2,0.75,0.74,46,65,1.0,5.0,45,60,20,27,28.0,58.0,0.08,0.42,15.5,31.0,23.4,9.6,2.1,3.0,14.5,19.3,0.7,0.4,1.1,1.2,0.5,7.06,0.75,5.38,0.56,0.38,0.81,2.25
Didi Louzada,SF,21.0,NOP,-0.9,-9.6,-0.1,-0.1,0.31,0.23,0.31,0.25,0.2,0.0,3,13,2.0,8.0,1,5,0,0,1.0,2.0,0.62,0.0,1.9,3.9,2.9,6.5,1.7,0.0,18.8,12.0,-0.1,0.0,-0.1,-7.8,-1.8,2.67,1.0,1.0,0.67,0.0,1.0,1.67
Dillon Brooks,SF,25.0,MEM,12.1,-3.7,0.03,-0.9,0.52,0.42,0.48,0.34,0.46,0.82,432,1031,128.0,372.0,304,659,159,195,53.0,143.0,0.36,0.19,2.8,7.7,5.2,11.7,1.9,1.2,9.6,26.1,-0.5,1.8,1.4,-2.6,-1.1,17.18,2.34,2.93,1.16,0.39,1.78,3.54
Domantas Sabonis,PF,24.0,IND,20.6,3.8,0.15,3.3,0.6,0.54,0.56,0.32,0.58,0.73,484,904,52.0,162.0,432,742,240,328,150.0,592.0,0.18,0.36,7.3,28.6,18.0,27.5,1.6,1.2,16.9,24.1,4.0,3.0,6.9,2.3,1.6,20.32,6.69,11.97,1.23,0.53,3.44,3.27
Donovan Mitchell,PG,24.0,UTA,21.3,4.3,0.17,2.8,0.57,0.44,0.52,0.39,0.48,0.84,478,1091,178.0,461.0,300,630,267,316,50.0,185.0,0.42,0.29,3.1,10.6,7.0,26.7,1.4,0.7,10.7,33.5,3.9,2.2,6.2,4.6,-0.2,26.43,5.23,4.43,0.98,0.28,2.77,2.21
Donta Hall,PF,23.0,ORL,22.3,1.6,0.22,0.2,0.73,0.71,0.71,0.0,0.71,0.68,25,35,0.0,0.0,25,35,23,34,24.0,38.0,0.0,0.97,13.5,22.8,18.0,9.4,1.4,5.1,13.8,14.0,0.6,0.2,0.8,0.9,0.6,5.62,0.85,4.77,0.38,0.77,0.62,1.38
Donte DiVincenzo,SG,24.0,MIL,13.0,0.3,0.1,1.0,0.54,0.42,0.53,0.38,0.48,0.72,253,603,131.0,346.0,122,257,51,71,81.0,299.0,0.57,0.12,4.9,16.7,11.0,14.2,1.9,0.7,12.5,16.7,1.5,2.1,3.6,-0.2,0.4,10.42,3.08,5.76,1.09,0.23,1.38,1.7
Dorian Finney-Smith,PF,27.0,DAL,12.0,0.1,0.11,1.0,0.61,0.47,0.6,0.39,0.62,0.76,220,466,119.0,302.0,101,164,31,41,98.0,228.0,0.65,0.09,5.7,13.0,9.3,7.2,1.3,1.2,9.0,12.2,2.8,1.6,4.4,0.2,0.0,9.83,1.7,5.43,0.87,0.42,0.8,2.3
Doug McDermott,PF,29.0,IND,15.6,-0.6,0.11,0.6,0.64,0.53,0.62,0.39,0.64,0.82,354,665,111.0,286.0,243,379,80,98,60.0,161.0,0.43,0.15,4.0,10.7,7.4,7.8,0.6,0.3,7.0,20.0,3.1,0.7,3.8,1.4,-2.0,13.62,1.29,3.35,0.3,0.09,0.8,1.77
Draymond Green,PF,30.0,GSW,13.3,1.7,0.11,1.9,0.53,0.45,0.49,0.27,0.54,0.8,170,380,34.0,126.0,136,254,70,88,55.0,394.0,0.33,0.23,3.0,20.9,12.1,36.4,2.5,2.3,31.0,13.1,1.2,3.4,4.6,-1.6,3.3,7.05,8.86,7.13,1.67,0.83,2.98,3.08
Drew Eubanks,C,23.0,SAS,17.9,0.0,0.14,0.4,0.62,0.57,0.57,1.0,0.56,0.73,116,205,2.0,2.0,114,203,77,106,74.0,167.0,0.01,0.52,10.2,24.0,17.0,7.9,1.2,5.5,15.2,17.1,1.2,1.1,2.3,-1.0,1.0,5.76,0.78,4.46,0.33,0.91,0.83,1.63
Duncan Robinson,SF,26.0,MIA,11.0,-1.0,0.08,0.6,0.63,0.44,0.61,0.41,0.62,0.83,315,717,250.0,613.0,65,104,62,75,7.0,243.0,0.86,0.1,0.4,12.1,6.3,8.3,0.9,0.9,9.7,16.6,1.9,1.8,3.7,-0.2,-0.8,13.08,1.76,3.47,0.6,0.28,1.12,2.51
Dwayne Bacon,SG,25.0,ORL,9.9,-5.1,0.01,-1.5,0.49,0.4,0.44,0.28,0.45,0.82,292,726,59.0,207.0,233,519,145,176,31.0,193.0,0.28,0.24,1.7,11.2,6.3,7.9,1.2,0.2,5.4,19.8,-0.3,0.9,0.5,-3.7,-1.4,10.94,1.29,3.11,0.62,0.07,0.64,1.43
Dwight Howard,C,35.0,PHI,17.8,-1.5,0.16,0.1,0.61,0.59,0.6,0.25,0.61,0.58,178,303,5.0,20.0,173,283,121,210,190.0,390.0,0.07,0.69,17.8,35.3,26.7,7.2,1.2,4.7,22.1,18.2,1.3,2.6,4.0,-2.1,0.6,6.99,0.88,8.41,0.43,0.9,1.62,2.9
Dwight Powell,C,29.0,DAL,16.8,0.6,0.19,0.6,0.69,0.62,0.63,0.24,0.66,0.78,120,194,5.0,21.0,115,173,97,124,80.0,154.0,0.11,0.64,9.2,17.4,13.3,8.9,1.8,2.9,13.9,13.2,2.6,1.2,3.8,-0.7,1.3,5.9,1.09,4.03,0.62,0.52,0.69,2.33
Dylan Windler,SF,24.0,CLE,10.8,-1.7,0.04,0.0,0.57,0.44,0.54,0.34,0.58,0.78,57,130,26.0,77.0,31,53,21,27,20.0,87.0,0.59,0.21,4.3,19.5,11.7,9.4,1.8,2.1,18.4,14.8,0.0,0.5,0.5,-2.0,0.3,5.19,1.06,3.45,0.61,0.39,1.03,1.19
E'Twaun Moore,SG,31.0,PHO,10.4,-2.9,0.05,-0.1,0.52,0.46,0.5,0.31,0.51,0.86,55,121,11.0,35.0,44,86,12,14,14.0,31.0,0.29,0.12,4.2,8.9,6.6,13.7,1.9,1.2,15.3,17.2,0.0,0.4,0.4,-3.1,0.2,4.93,1.48,1.67,0.56,0.19,0.85,1.19
Ed Davis,C,31.0,MIN,13.1,-2.2,0.14,0.0,0.49,0.43,0.43,0.0,0.43,0.83,19,44,0.0,0.0,19,44,10,12,46.0,69.0,0.0,0.27,16.1,26.0,20.8,9.0,2.1,3.8,12.4,7.9,0.5,0.4,0.8,-3.3,1.1,2.09,0.91,5.0,0.57,0.57,0.3,2.43
